Permit Type,Street Number,Unit,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Estimated Cost,Revised Cost,Existing Units,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Proposed Construction Type,Supervisor District,Zipcode,Record ID
8,150,0.0,5.0,5.0,,45500.0,45500.0,,,2,,1.0,1.0,3.0,94108,1507367392411
8,106,0.0,3.0,3.0,,50000.0,60000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,1512523447302
8,2,,3.0,3.0,,3000.0,3000.0,,,2,,3.0,3.0,6.0,94107,1511358459683
8,3445,0.0,4.0,4.0,,19000.0,19000.0,15.0,15.0,2,,5.0,5.0,2.0,94123,1492285413454
8,420,,8.0,8.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94102,1504875369828
8,2411,,4.0,4.0,,30000.0,30000.0,1.0,1.0,2,,5.0,5.0,2.0,94115,150388975387
8,1,,38.0,38.0,,750000.0,750000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1509907390418
8,860,0.0,3.0,3.0,,3000.0,5000.0,3.0,3.0,2,,5.0,5.0,2.0,94109,1510229430329
8,235,,25.0,25.0,,2000.0,2000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,150863166161
8,1472,,6.0,6.0,,100000.0,900684.0,73.0,73.0,2,,1.0,1.0,3.0,94109,150939172945
8,475,,4.0,4.0,,12377.0,13000.0,,,2,,2.0,2.0,6.0,94107,1493112167709
8,33,,21.0,21.0,,1500.0,1750.0,,,2,,1.0,1.0,6.0,94105,1513540164504
8,374,,1.0,1.0,,1.0,1.0,,,0,,3.0,3.0,6.0,94103,1494664501327
8,369,,3.0,3.0,,1.0,0.0,3.0,3.0,2,,5.0,5.0,3.0,94133,1501632347535
8,33,,20.0,20.0,,6250.0,6250.0,,,2,,1.0,1.0,6.0,94105,1496022164504
8,55,0.0,26.0,26.0,,3018.0,6000.0,,,2,,1.0,1.0,6.0,94105,1500079394477
8,601,,20.0,20.0,,50000.0,289803.0,,,2,,1.0,1.0,3.0,94111,150414362299
8,2711,8.0,3.0,3.0,,15000.0,15000.0,24.0,24.0,2,,1.0,1.0,9.0,94110,1498712168831
8,8,,8.0,8.0,,850000.0,850000.0,200.0,200.0,2,,1.0,1.0,3.0,94105,1507233449890
8,500,0.0,11.0,11.0,,31000.0,39246.0,,,2,,1.0,1.0,6.0,94105,1495235480621
8,235,,24.0,24.0,,120000.0,120000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,150484666161
3,1450,,,7.0,,1.0,1.0,,,2,,,1.0,6.0,94158,1653119511760
8,44,,43.0,43.0,,1.0,1812.0,,,2,,1.0,1.0,3.0,94104,150598267101
8,415,,61.0,61.0,,250000.0,300000.0,,,2,,1.0,1.0,6.0,94105,1497729495332
8,1065,0.0,3.0,3.0,,7600.0,0.0,3.0,3.0,2,,5.0,5.0,5.0,94117,1500955417985
8,68,,3.0,3.0,,2800.0,3000.0,2.0,2.0,0,,5.0,5.0,3.0,94109,150660260946
8,1178,,,6.0,,5000.0,5000.0,,42.0,2,,,3.0,6.0,94103,1500337165256
8,114,0.0,14.0,14.0,,225.0,546.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1506577298814
8,1880,406.0,4.0,4.0,,35000.0,35000.0,35.0,35.0,2,,5.0,5.0,5.0,94115,1509756445124
8,988,1.0,9.0,9.0,,3000.0,3000.0,,,2,,1.0,1.0,5.0,94102,1502049507370
8,255,,14.0,14.0,,22000.0,26000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,149276766077
8,2668,,3.0,3.0,,5000.0,5000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,150092085244
8,2125,,4.0,4.0,,1000.0,0.0,,,2,,3.0,3.0,9.0,94110,1501322455047
3,1178,,,6.0,,145000.0,,,42.0,2,,,3.0,6.0,94103,1500340165256
8,185,,6.0,6.0,,90000.0,90000.0,,,2,,1.0,1.0,6.0,94158,1503071348598
8,301,,23.0,23.0,,10300.0,10300.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1499595165667
8,1400,,2.0,2.0,,150000.0,150000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1493117168094
8,600,,5.0,5.0,,10000.0,38500.0,,,2,,1.0,1.0,6.0,94103,1505814167600
8,777,202.0,3.0,3.0,,200000.0,564707.0,,,2,,5.0,5.0,9.0,94110,1492168394497
8,2675,,,1.0,,3000.0,3000.0,,,2,,,1.0,2.0,94115,149826589456
8,381,,1.0,1.0,,60000.0,60000.0,26.0,26.0,2,,5.0,5.0,5.0,94102,149945982097
8,2225,111.0,3.0,3.0,,10000.0,14490.0,108.0,108.0,0,,5.0,5.0,10.0,94107,1506958172211
8,415,,63.0,63.0,,5250.0,5250.0,,,2,,1.0,1.0,6.0,94105,1510106495332
8,1100,,10.0,10.0,,4000000.0,4000000.0,0.0,0.0,2,,1.0,1.0,3.0,94109,150435179883
3,455,0.0,6.0,6.0,,48000.0,,,,2,,1.0,1.0,6.0,94158,1511553471576
8,524,,2.0,2.0,,31000.0,73600.0,4.0,4.0,0,,5.0,5.0,5.0,94117,1504686240138
8,795,,6.0,6.0,,3200.0,3200.0,48.0,48.0,2,,3.0,3.0,5.0,94109,148962569447
8,201,,8.0,8.0,,14340.0,14340.0,39.0,39.0,2,,2.0,2.0,6.0,94107,1491880475796
3,145,,,8.0,,1.0,1.0,,94.0,2,,,1.0,5.0,94102,1639576511182
8,5,0.0,17.0,17.0,,440000.0,440000.0,840.0,840.0,2,,1.0,1.0,3.0,94111,1490325413290
8,50,,24.0,24.0,,1527000.0,1527000.0,,,2,,1.0,1.0,6.0,94105,1491915164587
8,415,,61.0,61.0,,2200000.0,2200000.0,,,2,,1.0,1.0,6.0,94105,1491126495332
8,410,,2.0,2.0,,10000.0,200000.0,,,2,,5.0,5.0,9.0,94110,1491838184522
8,271,,2.0,2.0,,4000.0,15000.0,1.0,1.0,2,,5.0,5.0,7.0,94132,1489049223358
8,3,,30.0,30.0,,572910.0,572910.0,,,2,,1.0,1.0,3.0,94111,149041863349
8,355,,3.0,3.0,,45000.0,60000.0,1.0,1.0,2,,5.0,5.0,9.0,94110,1491802187580
8,153,,0.0,0.0,,1.0,10000.0,0.0,0.0,0,,,,10.0,94107,1643369168330
8,1617,0.0,3.0,3.0,,2000.0,2000.0,12.0,12.0,2,,5.0,5.0,6.0,94103,1488999401704
8,50,,1.0,1.0,,6500.0,6500.0,2.0,2.0,2,,5.0,5.0,1.0,94118,1489108371576
8,301,,23.0,23.0,,825162.0,825162.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1489152165667
8,1075,,3.0,3.0,,42000.0,42000.0,,,2,,3.0,3.0,3.0,94111,149065459148
8,181,,55.0,55.0,,250000.0,250000.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1490844358581
8,1934,,3.0,3.0,,90000.0,90000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,149042983867
8,325,,0.0,0.0,,60000.0,60000.0,0.0,0.0,2,,,,6.0,94158,1006976437688
8,1750,,1.0,1.0,,14000.0,14000.0,,,2,,5.0,5.0,10.0,94124,1490277449002
8,500,0.0,11.0,11.0,,18575.0,18575.0,,,2,,1.0,1.0,6.0,94105,1490611480621
3,36,,,4.0,,1.0,105613.0,,14.0,2,,,3.0,6.0,94130,1645665520253
8,747,,3.0,3.0,,22000.0,22000.0,,,2,,1.0,1.0,6.0,94103,1491144350345
8,2186,,3.0,3.0,,20000.0,20000.0,22.0,22.0,0,,5.0,5.0,2.0,94115,1491959236146
8,1017,,3.0,3.0,,3000.0,3000.0,6.0,6.0,2,,5.0,5.0,11.0,94112,1489002252685
8,1,,,3.0,,15000.0,15000.0,,1.0,2,,,5.0,3.0,94109,149068461940
8,2341,,4.0,4.0,,5000.0,6500.0,21.0,21.0,2,,5.0,5.0,2.0,94123,1490441238257
8,1681,,2.0,2.0,,10000.0,10000.0,,,2,,5.0,5.0,6.0,94103,1489314156785
8,535,535.0,3.0,3.0,,25000.0,0.0,2.0,2.0,2,,5.0,5.0,10.0,94107,1491056170832
8,2424,,4.0,4.0,,1.0,1.0,1.0,1.0,2,,5.0,5.0,2.0,94115,1491937235813
8,510,,7.0,7.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94103,1489035369644
8,633,,6.0,6.0,,75000.0,75000.0,0.0,0.0,2,,3.0,3.0,3.0,94111,1490919348558
8,1112,,1.0,1.0,,6000.0,6500.0,,,2,,5.0,5.0,6.0,94103,1489375164982
8,459,,1.0,1.0,,200.0,200.0,1.0,1.0,2,,5.0,5.0,7.0,94127,1490649152161
8,246,,0.0,5.0,,20000.0,20000.0,0.0,19.0,2,,,5.0,6.0,94107,1313813167370
8,201,,30.0,30.0,,4500.0,4500.0,,,2,,1.0,1.0,6.0,94105,1488831164647
8,855,,0.0,6.0,,550000.0,600000.0,0.0,434.0,2,,,1.0,6.0,94103,1483514504576
8,111,0.0,22.0,22.0,,70000.0,115000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1486619299403
8,1355,,11.0,11.0,,30000.0,38000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1482488347127
8,400,,12.0,12.0,,325000.0,325000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,148738463393
8,31,,3.0,3.0,,15000.0,15000.0,6.0,6.0,0,,5.0,5.0,6.0,94103,1486354165410
8,155,0.0,7.0,7.0,,25061.0,12000.0,,,2,,1.0,1.0,6.0,94103,1480605449597
8,3317,,3.0,3.0,,90000.0,134000.0,1.0,1.0,2,,5.0,5.0,2.0,94118,148029086478
8,1142,0.0,4.0,4.0,,30000.0,60000.0,6.0,6.0,2,,5.0,5.0,3.0,94133,1480413420286
8,2,,30.0,30.0,,3000.0,3000.0,,,2,,1.0,1.0,3.0,94111,148867463348
3,415,,63.0,63.0,,39340.0,60000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1486414495332
8,53,,0.0,4.0,,10000.0,10000.0,0.0,2.0,2,,,5.0,8.0,94114,1486446139875
8,260,6.0,11.0,11.0,,10000.0,10000.0,,,2,,1.0,1.0,3.0,94111,1481257501646
8,415,,63.0,63.0,,2941650.0,2941650.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1484104495332
8,680,,39.0,39.0,,60000.0,75000.0,486.0,486.0,0,,1.0,1.0,6.0,94105,1483920501051
8,333,,33.0,33.0,,3750.0,8000.0,,,2,,1.0,1.0,6.0,94105,1481889164589
8,1201,,4.0,4.0,,20000.0,40000.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1487455373860
3,1355,0.0,4.0,4.0,,1500.0,1500.0,15.0,15.0,2,,5.0,5.0,3.0,94133,1484489399560
8,1200,12.0,23.0,23.0,,500000.0,500000.0,92.0,92.0,2,,1.0,1.0,3.0,94109,1483125433060
8,1095,,9.0,9.0,,4112.0,21122.0,203.0,203.0,2,,1.0,1.0,6.0,94103,1482292164346
8,201,,30.0,30.0,,15250.0,15250.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1482916164647
3,1,,43.0,43.0,,20700.0,,0.0,0.0,2,,1.0,1.0,6.0,94105,475037164605
8,374,,1.0,1.0,,1.0,5000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1481628501327
8,560,,31.0,31.0,,150000.0,150000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1482494454613
8,825,,5.0,5.0,,1.0,150000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1481331349421
8,855,,,6.0,,50000.0,50000.0,,434.0,2,,,1.0,6.0,94103,1483370504576
8,444,,3.0,3.0,,201437.0,201437.0,0.0,0.0,2,,2.0,2.0,10.0,94107,1482447168319
8,111,0.0,22.0,22.0,,4750.0,5000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1479482299403
8,333,,33.0,33.0,,43200.0,43200.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1485909164589
8,1405,,1.0,1.0,,60000.0,60000.0,,,2,,3.0,3.0,10.0,94107,1482560173375
8,1,,27.0,27.0,,4247.0,3450.0,,,2,,1.0,1.0,6.0,94105,1481511164604
8,475,,21.0,21.0,,5500.0,5500.0,0.0,0.0,2,,1.0,1.0,3.0,94111,148663863342
8,170,,8.0,8.0,,3800.0,3800.0,0.0,0.0,2,,1.0,1.0,3.0,94102,148009369348
8,34,,6.0,6.0,,1.0,1.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1485228504657
8,865,,8.0,8.0,,26000.0,36986.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1487300164435
8,3922,,2.0,2.0,,15000.0,115000.0,1.0,1.0,2,,5.0,5.0,8.0,94114,1484557143764
8,454,,0.0,2.0,,8000.0,27000.0,0.0,1.0,2,,,5.0,11.0,94132,1480675216815
8,562,,7.0,7.0,,10000.0,25000.0,96.0,96.0,2,,1.0,1.0,3.0,94102,148820666922
8,520,,4.0,4.0,,4000.0,4000.0,188.0,188.0,0,,5.0,5.0,9.0,94110,1488890247526
8,455,,23.0,23.0,,129245.0,129245.0,,,2,,1.0,1.0,6.0,94105,1485599164576
3,1800,,,12.0,,500000.0,500000.0,,0.0,2,,,1.0,6.0,94158,1483773508133
8,495,,3.0,3.0,,1.0,1.0,6.0,6.0,2,,5.0,5.0,8.0,94114,14823281622
8,1918,0.0,3.0,3.0,,40000.0,55000.0,6.0,6.0,2,,5.0,5.0,9.0,94103,1481067397921
8,865,,9.0,9.0,,140000.0,140000.0,,,2,,1.0,1.0,6.0,94103,1481724164435
8,661,,1.0,1.0,,1.0,1.0,,,2,,5.0,5.0,5.0,94117,148798292182
8,4171,,,4.0,,14700.0,14000.0,,5.0,2,,,3.0,8.0,94114,1481771205512
8,900,,1.0,1.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,10.0,94124,1487646173663
8,1,,42.0,42.0,,5000.0,10962.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1484351164604
8,2864,,3.0,3.0,,140000.0,140000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,147996685363
8,2400,0.0,4.0,4.0,,6500.0,6500.0,28.0,28.0,2,,5.0,5.0,3.0,94109,1485565399463
8,2,,30.0,30.0,,2750.0,2750.0,0.0,0.0,2,,1.0,1.0,3.0,94111,148408263348
8,415,,63.0,63.0,,7800.0,7800.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1486844495332
8,375,,3.0,3.0,,1000.0,2000.0,6.0,6.0,0,,5.0,5.0,1.0,94121,1485787100342
8,123,,29.0,29.0,,90000.0,90000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1488154164644
8,444,,3.0,3.0,,89421.0,89421.0,0.0,0.0,2,,2.0,2.0,10.0,94107,1482441168319
8,2010,0.0,3.0,3.0,,19500.0,19500.0,1.0,1.0,2,,5.0,5.0,2.0,94109,1483043304764
8,555,0.0,52.0,52.0,,1020.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1486411298587
8,1220,,3.0,3.0,,50000.0,94000.0,8.0,8.0,2,,5.0,5.0,5.0,94117,147702392252
8,857,,2.0,2.0,,8000.0,10000.0,1.0,1.0,0,,5.0,5.0,9.0,94110,1477747187014
8,3642,,3.0,3.0,,40000.0,120000.0,6.0,6.0,2,,5.0,5.0,8.0,94110,1475681465294
8,1201,,,6.0,,1.0,1.0,,259.0,2,,,3.0,10.0,94107,1476618459813
8,861,,6.0,6.0,,30000.0,47400.0,60.0,60.0,2,,2.0,2.0,3.0,94109,147264267222
8,345,,48.0,48.0,,129000.0,129000.0,158.0,158.0,2,,1.0,1.0,3.0,94104,147200666075
8,575,,2.0,2.0,,1.0,1.0,7.0,7.0,0,,5.0,5.0,9.0,94110,1474499468359
8,2650,,2.0,2.0,,6000.0,6000.0,0.0,0.0,2,,1.0,1.0,9.0,94110,1478367168784
8,600,0.0,20.0,20.0,,510.0,510.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1475494429338
8,875,,1.0,1.0,,75000.0,0.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1631166166132
8,555,0.0,52.0,52.0,,11730.0,11730.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1478792298587
8,88,,21.0,21.0,,45000.0,45000.0,,,2,,1.0,1.0,3.0,94108,1471056495354
8,1555,0.0,3.0,3.0,,4195.0,4195.0,0.0,0.0,2,,5.0,5.0,10.0,94107,1471637395765
8,1455,,23.0,23.0,,54000.0,89214.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1479046394002
8,560,,31.0,31.0,,51750.0,51750.0,,,2,,1.0,1.0,6.0,94105,1474087454613
8,3720,,4.0,4.0,,85000.0,85000.0,12.0,12.0,2,,5.0,5.0,2.0,94123,147801970555
8,1,,41.0,41.0,,8000.0,8000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,147355167085
8,1225,0.0,5.0,5.0,,4000.0,4000.0,24.0,24.0,2,,5.0,5.0,3.0,94108,1473355413292
8,405,0.0,11.0,11.0,,1200.0,1200.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1475840450880
8,300,,0.0,11.0,,100000.0,165000.0,0.0,0.0,2,,,1.0,6.0,94158,1471633430299
8,888,,4.0,4.0,,250000.0,250000.0,,,2,,1.0,1.0,6.0,94103,1472922373726
8,1740,,6.0,6.0,,38000.0,38000.0,36.0,36.0,2,,2.0,2.0,2.0,94123,147698674794
3,2060,,,9.0,,1.0,1.0,,127.0,2,,,1.0,9.0,94110,1626135510147
8,571,,2.0,2.0,,1.0,1.0,7.0,7.0,0,,5.0,5.0,9.0,94110,1477793468358
8,33,,20.0,20.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1477153164504
8,455,,23.0,23.0,,8688.0,12000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1476926164576
8,1125,,3.0,3.0,,100000.0,150000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1475952165047
8,101,,48.0,48.0,,1.0,17000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,147643566081
8,1240,,4.0,4.0,,28000.0,30000.0,15.0,15.0,2,,3.0,3.0,3.0,94109,147462866779
8,550,,11.0,11.0,,3898.0,3898.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1471642364842
8,1,,25.0,25.0,,20864.0,20000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1472779289258
8,2006,0.0,3.0,3.0,,3000.0,3100.0,4.0,4.0,2,,5.0,5.0,3.0,94109,1459324294069
8,845,,8.0,8.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1468183448478
8,414,,4.0,4.0,,1.0,45000.0,,,2,,3.0,3.0,3.0,94133,1458213362807
8,333,,3.0,3.0,,4000.0,4000.0,0.0,0.0,2,,1.0,1.0,3.0,94133,1458677290968
8,1390,0.0,29.0,29.0,,10000.0,10000.0,444.0,444.0,2,,1.0,1.0,6.0,94102,1454992469167
8,388,,26.0,26.0,,68000.0,68000.0,63.0,63.0,2,,1.0,1.0,3.0,94111,1457610233366
8,550,,5.0,5.0,,62000.0,62000.0,,,2,,2.0,2.0,10.0,94107,1457698496917
8,50,,37.0,37.0,,11500.0,11500.0,,,2,,1.0,1.0,3.0,94111,145724163364
8,235,,25.0,25.0,,3500.0,2200.0,,,2,,1.0,1.0,3.0,94104,146760766161
8,1151,,4.0,4.0,,2000.0,2000.0,9.0,9.0,2,,5.0,5.0,3.0,94109,1477379497146
8,2347,,3.0,3.0,,4500.0,4500.0,,,2,,1.0,1.0,10.0,94107,1455093466460
8,100,,13.0,13.0,,43455.0,43500.0,,,2,,1.0,1.0,3.0,94111,146600563367
8,875,,5.0,5.0,,100000.0,100000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1468606349423
8,1390,0.0,29.0,29.0,,500.0,500.0,448.0,448.0,2,,2.0,2.0,6.0,94102,1468725469167
8,1241,,0.0,2.0,,15000.0,26000.0,0.0,1.0,2,,,5.0,8.0,94117,146438295316
8,1051,,5.0,5.0,,4000.0,4000.0,27.0,27.0,2,,3.0,3.0,3.0,94109,1455508236627
8,1,,43.0,43.0,,23500.0,23500.0,,,2,,1.0,1.0,3.0,94104,146975367086
8,2650,,2.0,2.0,,178500.0,178500.0,,,2,,3.0,3.0,9.0,94110,1464881168784
8,30,,7.0,7.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94102,1464587470870
8,555,0.0,60.0,60.0,,4500.0,4500.0,,,2,,1.0,1.0,3.0,94104,1455796298587
8,156,0.0,3.0,3.0,,18950.0,18950.0,6.0,6.0,0,,5.0,5.0,6.0,94103,1466411418934
8,275,,30.0,30.0,,31400.0,31400.0,0.0,0.0,2,,1.0,1.0,3.0,94104,146431263386
8,1,,,6.0,,24775.0,24725.0,,,2,,,1.0,6.0,94103,1454698374377
8,475,,4.0,4.0,,1000.0,1000.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1469376167709
8,44,,44.0,44.0,,2000.0,2000.0,,,2,,1.0,1.0,3.0,94104,145428467101
8,845,,8.0,8.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1468184472808
8,550,,2.0,2.0,,22000.0,22000.0,,,2,,3.0,3.0,9.0,94110,1455856472904
8,235,,25.0,25.0,,1000.0,14000.0,,,2,,1.0,1.0,3.0,94104,145574666161
8,600,0.0,20.0,20.0,,10200.0,11000.0,,,2,,1.0,1.0,3.0,94108,1465554429338
8,3,,30.0,30.0,,7240.0,7240.0,0.0,0.0,2,,1.0,1.0,3.0,94111,145434163349
8,2348,,1.0,1.0,,10000.0,13600.0,,,2,,3.0,3.0,10.0,94124,1464041506423
8,350,0.0,22.0,22.0,,2500.0,2500.0,,,2,,1.0,1.0,3.0,94104,1458313297063
8,333,,6.0,6.0,,3084.0,3084.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1468101164589
8,851,0.0,2.0,2.0,,1.0,1.0,0.0,0.0,2,,3.0,3.0,2.0,94109,1456957466849
8,100,,33.0,33.0,,4379.0,5000.0,,,2,,1.0,1.0,3.0,94111,145470066079
8,201,,30.0,30.0,,382860.0,382860.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1454626164647
8,505,,24.0,24.0,,7000.0,7000.0,,,2,,3.0,3.0,3.0,94111,145721363283
8,120,,38.0,38.0,,1767360.0,1924055.0,,,2,,1.0,1.0,3.0,94108,146871067110
8,1,,0.0,3.0,,1.0,1.0,0.0,1.0,2,,,5.0,3.0,94109,146869561940
8,375,0.0,2.0,2.0,,5000.0,5000.0,,,2,,1.0,1.0,10.0,94124,1456586482861
8,680,,39.0,39.0,,75000.0,100000.0,486.0,486.0,0,,1.0,1.0,6.0,94105,1466417501051
8,2317,,2.0,2.0,,3500.0,3500.0,,,2,,5.0,5.0,2.0,94123,1462696361973
8,315,0.0,17.0,17.0,,54000.0,54000.0,,,2,,1.0,1.0,3.0,94104,1455743298474
8,465,,22.0,22.0,,40000.0,40000.0,440.0,440.0,2,,1.0,1.0,3.0,94111,1469134497331
8,650,0.0,33.0,33.0,,7800.0,7800.0,0.0,0.0,2,,1.0,1.0,3.0,94108,1469020296980
8,101,,29.0,29.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,146579967035
8,679,,2.0,2.0,,20000.0,20000.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1462145466474
8,650,0.0,33.0,33.0,,21500.0,21500.0,,,2,,1.0,1.0,3.0,94108,1464690296980
8,1455,,23.0,23.0,,3084.0,3084.0,0.0,0.0,2,,1.0,1.0,6.0,94103,1468099394002
8,2190,,4.0,4.0,,30000.0,100000.0,17.0,17.0,2,,5.0,5.0,1.0,94117,145498391908
8,570,401.0,4.0,4.0,,32000.0,32000.0,4.0,4.0,2,,5.0,5.0,3.0,94108,1464145392264
8,731,0.0,5.0,5.0,,1.0,1.0,0.0,0.0,2,,3.0,3.0,3.0,94111,1455139295843
8,1201,,4.0,4.0,,40000.0,40000.0,,,2,,1.0,1.0,6.0,94103,1464863373860
8,2829,,3.0,4.0,,190000.0,230000.0,1.0,1.0,2,,5.0,5.0,2.0,94123,147017385174
8,123,0.0,29.0,29.0,,60375.0,60375.0,,,2,,1.0,1.0,6.0,94105,1459634480609
8,51,,36.0,36.0,,9000.0,9000.0,1500.0,1500.0,2,,1.0,1.0,6.0,94103,1457500449569
8,300,,,0.0,,100000.0,100000.0,,,2,,,,6.0,94158,1464975430299
8,111,0.0,18.0,18.0,,12088.0,13000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1465362298620
8,4,,40.0,40.0,,30790.0,31000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,146230063351
8,425,,38.0,38.0,,45000.0,45000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1456637164577
8,1500,0.0,6.0,6.0,,500.0,500.0,,,2,,1.0,1.0,6.0,94158,1459353472397
8,430,,8.0,8.0,,30000.0,0.0,0.0,0.0,2,,1.0,1.0,3.0,94102,1468550362207
8,1177,,3.0,3.0,,25550.0,25550.0,,,2,,3.0,3.0,6.0,94103,1465059508253
8,2225,,4.0,4.0,,1.0,1.0,3.0,3.0,2,,5.0,5.0,2.0,94115,1456515236049
8,456,0.0,26.0,26.0,,26000.0,26000.0,,,2,,1.0,1.0,3.0,94104,1457888296971
8,222,0.0,48.0,48.0,,30515.0,30515.0,161.0,161.0,2,,1.0,1.0,3.0,94104,1459647477787
8,665,,5.0,5.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94107,1461447364873
8,1301,,0.0,2.0,,1.0,1.0,0.0,0.0,2,,,2.0,10.0,94124,1466478506861
8,600,0.0,9.0,9.0,,20000.0,20000.0,350.0,350.0,2,,1.0,1.0,3.0,94108,1464723477781
8,199,0.0,27.0,27.0,,275000.0,475000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1454849480611
3,275,0.0,30.0,30.0,,100000.0,,,,2,,1.0,1.0,3.0,94104,1457081296686
8,475,,4.0,4.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94107,1462744167709
8,425,,0.0,1.0,,1.0,52430.0,0.0,0.0,2,,,2.0,6.0,94105,1466037165798
8,38,0.0,8.0,8.0,,10000.0,10000.0,62.0,62.0,2,,1.0,1.0,6.0,94105,1457995481213
8,570,301.0,4.0,4.0,,16000.0,16000.0,4.0,4.0,2,,5.0,5.0,3.0,94108,1465440392262
8,1824,,5.0,5.0,,6277.0,15000.0,8.0,8.0,2,,3.0,3.0,2.0,94109,145551075686
8,72,3.0,4.0,4.0,,15000.0,15000.0,3.0,3.0,2,,5.0,5.0,6.0,94103,1467298480808
8,1200,,,6.0,,10000.0,10000.0,,172.0,2,,,1.0,6.0,94158,1452632484790
8,1150,0.0,2.0,2.0,,2102.0,2102.0,0.0,0.0,2,,1.0,1.0,10.0,94107,1449851291469
8,235,506.0,7.0,7.0,,27000.0,27000.0,98.0,98.0,2,,1.0,1.0,6.0,94158,1451155483554
8,150,,23.0,23.0,,1500.0,1500.0,,,2,,1.0,1.0,3.0,94111,145288963369
8,2300,,3.0,3.0,,6000.0,80000.0,,,2,,2.0,2.0,9.0,94110,1452983505283
3,1630,,0.0,0.0,,27000.0,175000.0,0.0,0.0,2,,,,6.0,94158,1089822455551
8,149,,2.0,2.0,,100000.0,506000.0,0.0,0.0,2,,2.0,2.0,6.0,94107,1450667167662
8,1535,,6.0,6.0,,18000.0,34000.0,70.0,70.0,0,,1.0,1.0,5.0,94115,1449982470266
8,2240,,3.0,3.0,,85000.0,120000.0,12.0,12.0,2,,5.0,5.0,2.0,94123,144959184134
8,101,,48.0,48.0,,7791.0,7791.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144984566081
8,2990,,3.0,3.0,,5500.0,5500.0,8.0,8.0,2,,3.0,3.0,9.0,94110,1452636461853
