Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Occupancy,Proposed Occupancy,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Last Permit Activity Date,Application Submission Method,ADU,Primary Address Flag,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Point Source,Record ID,data_as_of,data_loaded_at
201704214624,8,otc alterations permit,04/21/2017,3721,120,555,,Mission,St,0,,"3rd floor - 31 speaker strobes, 2 speakers, 4 duct detectors, 4 dual monitoring modules, 1 relay module and 1 interposing relay, add to existing notifier nfs2-3030 fire alarm panel as part of ti. ref pa 2017-0315-1529. maher na",complete,05/22/2017 11:58:15 AM,04/21/2017 01:55:01 PM,04/21/2017 03:12:54 PM,05/22/2017 11:58:15 AM,,,34,34,,Y,12010,12010,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,04/21/2017 03:10:37 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.398674 37.7886),eas_address_point,1460423394511,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201706028213,8,otc alterations permit,06/02/2017,0268,008,220,,Montgomery,St,,,"1st fl: illy's coffee storage room: revision to #2016-0718-2584 and #2017-0110-6797. change millwork, electrical lighting, flooring, equipment, artwork. maher na",filed,06/02/2017 07:53:26 AM,06/02/2017 07:53:26 AM,,,,,22,22,,,100000,0,office,,food/beverage hndlng,,2,,"B,M","A-2,B,M",2,constr type 2,2,constr type 2,,06/09/2017 10:01:49 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40199 37.791317),eas_address_point,146535166168,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201705055807,8,otc alterations permit,05/05/2017,4591C,352,451,,Donahue,St,510,,at roof common area: remove and store pavers. apply new silicone coating around roof. r&r damaged plywood inkind and cap sheet roof 300 sf maher na,complete,05/17/2017 01:47:00 PM,05/05/2017 09:51:41 AM,05/08/2017 02:01:39 PM,05/17/2017 01:47:00 PM,,,5,5,,,20000,20000,apartments,63,apartments,63,0,,"R-2,S-2","R-2,S-2",5,wood frame (5),5,wood frame (5),,05/08/2017 01:48:47 PM,in-house,N,,10,Bayview Hunters Point,94124,POINT (-122.36973 37.729065),eas_address_point,1462272503338,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201703312859,8,otc alterations permit,03/31/2017,2346,014,730,,Taraval,St,,,add 2 fire sprinkler in pharmacy waiting area. ref 201611303765 maher na,issued,03/31/2017 09:33:51 AM,03/31/2017 07:51:00 AM,03/31/2017 09:33:51 AM,,,,1,1,,Y,4000,4000,retail sales,0,retail sales,0,2,,M,M,2,constr type 2,2,constr type 2,,03/31/2017 09:08:59 AM,in-house,N,Y,7,West of Twin Peaks,94116,POINT (-122.47429 37.74336),eas_address_point,1458019373776,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201704285170,8,otc alterations permit,04/28/2017,3636,014,3330,,23rd,St,,,"remove & replace 200 sq ft patio on grade & lower it 7"" to idrect water away form building. ther is na existing trench drain in the rear.",issued,04/28/2017 10:55:45 AM,04/28/2017 10:45:16 AM,04/28/2017 10:55:45 AM,,,,2,2,,,4750,4750,2 family dwelling,2,2 family dwelling,2,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,04/28/2017 10:47:59 AM,in-house,N,Y,9,Mission,94110,POINT (-122.41932 37.75399),eas_address_point,1461192163325,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201705318000,8,otc alterations permit,05/31/2017,3727,233,1179,,Mission,St,,,"revision to 201612205431: title 24 maher na,",issued,02/01/2018 10:54:38 AM,05/31/2017 11:00:56 AM,02/01/2018 10:54:38 AM,,,,3,3,,,27000,27000,social care facility,,social care facility,,2,,"R-2,B,S-1","R-2,B,S-1",3,constr type 3,3,constr type 3,,02/01/2018 10:48:24 AM,in-house,N,,6,South of Market,94103,POINT (-122.41261 37.777702),eas_address_point,1465065508252,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201703232215,8,otc alterations permit,03/23/2017,0291,012,44,,Montgomery,St,,,ste 1420: fire alarm ti - add 9 ceiling speaker strobes. 3 ceiling speakers and 1 smk det. ref 201612165226 maher na,complete,04/05/2017 10:25:06 AM,03/23/2017 02:20:19 PM,03/24/2017 12:23:01 PM,04/05/2017 10:25:06 AM,,,44,44,,Y,6600,6600,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,03/24/2017 12:21:01 PM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.401764 37.789806),eas_address_point,145721067101,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201704133874,8,otc alterations permit,04/13/2017,0325,031,333,,Ofarrell,St,,,"tower 2 level s & floors 18 & 21- fire alarm work for the ""elevator modifications"".  additions are 3 heat detectors and 5 relay modules. maher na",complete,01/08/2021 08:49:16 AM,04/13/2017 07:31:46 AM,04/13/2017 08:33:59 AM,01/08/2021 08:49:16 AM,,,46,46,,Y,4380,4380,tourist hotel/motel,1907,tourist hotel/motel,1907,2,,"R-1,A-3","R-1,A-3",1,constr type 1,1,constr type 1,,04/13/2017 08:31:45 AM,in-house,N,Y,5,Tenderloin,94102,POINT (-122.410416 37.785645),eas_address_point,1459435374275,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201704053292,8,otc alterations permit,04/05/2017,0441A,021,3624,,Scott,St,,,revision to pa 201610119904 - revise roof framing per discovery during demo; maher ord 155-13 na,expired,05/29/2019 08:02:17 AM,04/05/2017 02:30:23 PM,04/07/2017 12:01:26 PM,,,,2,2,,,115,1,2 family dwelling,2,2 family dwelling,2,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,04/07/2017 11:56:58 AM,in-house,N,Y,2,Marina,94123,POINT (-122.44155 37.80345),eas_address_point,145862870585,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201703242309,8,otc alterations permit,03/24/2017,3754,058,1035,,Folsom,St,,,"1st flr: fire alarm panel replacement. all flrs: also replacing 28 smoke detectors, 8 pull stns, 6 control relays & 3 monitory modules.  maher na",complete,07/10/2017 02:15:41 PM,03/24/2017 11:42:28 AM,03/24/2017 01:11:16 PM,07/10/2017 02:15:41 PM,,,4,4,,Y,5000,22500,apartments,50,apartments,50,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,03/24/2017 01:08:21 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.4059 37.777737),eas_address_point,1457325166294,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201704053223,8,otc alterations permit,04/05/2017,0945,012,2528,,Union,St,,,"install a fire sprinkler flow monitoring system, fire sprinkler system filed under pa#201608296187",complete,04/20/2017 04:04:14 PM,04/05/2017 09:31:18 AM,04/05/2017 10:58:13 AM,04/20/2017 04:04:14 PM,,,0,3,,Y,1800,3600,vacant lot,0,1 family dwelling,1,2,,NA,R-3,,,5,wood frame (5),,04/05/2017 10:47:51 AM,in-house,N,Y,2,Marina,94123,POINT (-122.44168 37.79659),eas_address_point,145853784962,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701137101,8,otc alterations permit,01/13/2017,0228,024,550,,Montgomery,St,,,title 24 for lighting. ref 201607152484.  maher na,issued,01/18/2017 09:26:25 AM,01/13/2017 07:38:16 AM,01/18/2017 09:26:25 AM,,,,11,11,,,1,1,office,,office,,2,,"B,A-2","B,A-2",1,constr type 1,1,constr type 1,,01/18/2017 09:21:46 AM,in-house,N,Y,3,Chinatown,94111,POINT (-122.402794 37.79438),eas_address_point,1450204364842,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201702088912,8,otc alterations permit,02/08/2017,3509,008,170,,09th,St,,,remove relay modules for elevator recall from plans.  existing elevator is not capable for elevator recall. ref pa 2016-0630-1285. maher na,complete,03/20/2017 10:01:02 AM,02/08/2017 10:21:08 AM,02/08/2017 12:26:50 PM,03/20/2017 10:01:02 AM,,,3,3,,Y,1,1,office,0,office,0,2,,"B,F-1","B,F-1",2,constr type 2,2,constr type 2,,02/08/2017 12:18:02 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.413826 37.775314),eas_address_point,1452652506182,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701177210,8,otc alterations permit,01/17/2017,3783,001,801,,Brannan,St,,,"6th level - add modifications to sprinkler system because of venting the attic space which caused the system be calculated for flow of 8 residential sprinklers instead of 4 per nfpa 13 requirments, reinstalling 6 level system. maher na",complete,10/19/2018 04:42:42 PM,01/17/2017 07:35:53 AM,01/24/2017 09:24:42 AM,10/19/2018 04:42:42 PM,,,0,6,,Y,180000,180000,vacant lot,0,apartments,434,2,,NA,"R-2,S-2,B",,,1,constr type 1,,01/24/2017 09:15:00 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.403881503 37.771824767),parcel_centroid,1450345167598,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201702099089,8,otc alterations permit,02/09/2017,0230,028,1,,Embarcadero Center,,,,11th flr: t-24 electrical for work under:201602260583 maher na,complete,03/01/2017 02:25:12 PM,02/09/2017 02:15:48 PM,02/10/2017 04:02:34 PM,03/01/2017 02:25:12 PM,,,40,40,,,1,20000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,02/10/2017 04:02:29 PM,in-house,N,Y,3,Financial District/South Beach,94126,POINT (-122.399644348 37.794642879),parcel_centroid,145287963347,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201702068658,8,otc alterations permit,02/06/2017,3788,042,333,,Brannan,St,,,errcs-emergency responder radio coverage system - as builts ref pa 201607283649 r1  maher na,complete,02/08/2017 01:51:16 PM,02/06/2017 08:43:03 AM,02/06/2017 10:35:48 AM,02/08/2017 01:51:16 PM,,,5,5,,Y,1,1,office,,office,,2,,"B,M,S-2,H-3","B,M,S-2,H-3",1,constr type 1,1,constr type 1,,02/06/2017 10:33:10 AM,in-house,N,Y,6,Financial District/South Beach,94107,POINT (-122.392426 37.780933),eas_address_point,1452318488747,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701066667,3,additions alterations or repairs,01/06/2017,6941,058,290,,Miramar,Av,,,soft story program seismic retrofit per appx a4 for residential maher na,complete,04/23/2018 03:54:46 PM,01/06/2017 11:56:56 AM,10/13/2017 12:03:59 PM,04/23/2018 03:54:46 PM,,,3,3,,,75000,75000,apartments,8,apartments,8,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,10/13/2017 11:55:52 AM,in-house,N,Y,11,Oceanview/Merced/Ingleside,94112,POINT (-122.45802 37.724007),eas_address_point,1449616252667,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701308238,8,otc alterations permit,01/30/2017,0612,002,2239,,Webster,St,0,,"convert (e) attic to new conditioned 4th flr. drop 3rd flr ceiling ht 2'-0"" to provide necessary head clearance at new 4th flr level. add staircase to provide access to new 4th flr. new bedroom, new bathroom, new living room @4th flr maher na",expired,09/24/2019 03:17:54 PM,01/30/2017 02:18:31 PM,02/07/2017 08:30:47 AM,,,,4,4,,,30000,80000,2 family dwelling,2,2 family dwelling,2,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,02/07/2017 08:23:37 AM,in-house,N,Y,2,Pacific Heights,94115,POINT (-122.43291 37.79143),eas_address_point,1451734304971,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701257914,8,otc alterations permit,01/25/2017,0516,019,3108,,Fillmore,St,,,"revision to 201701137143- structural work. repair dryrot sub floor joists. replace unsafe wall, wall foundation.   maher na",complete,03/27/2017 01:18:21 PM,01/25/2017 02:39:35 PM,01/26/2017 11:47:15 AM,03/27/2017 01:18:21 PM,,,2,2,,,8000,16000,retail sales,0,retail sales,0,2,,"M,B","M,B",5,wood frame (5),5,wood frame (5),,01/26/2017 11:42:50 AM,in-house,N,Y,2,Marina,94123,POINT (-122.435486 37.798267),eas_address_point,1451296423905,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701106828,8,otc alterations permit,01/10/2017,4228,017,1150,,25th,St,0,,per ti add 21 fire sprinklers to conform with new wall/ceiling layout. ref pa 2016-0721-3027. maher na,issued,01/10/2017 10:44:45 AM,01/10/2017 10:00:35 AM,01/10/2017 10:44:45 AM,,,,2,2,,Y,11037,11036,office,0,office,0,2,,"B,S-2,M","B,S-2,M",1,constr type 1,1,constr type 1,,01/10/2017 10:41:13 AM,in-house,N,Y,10,Potrero Hill,94107,POINT (-122.39024 37.75314),eas_address_point,1449847291469,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701187387,8,otc alterations permit,01/18/2017,0175,030,731,,Sansome,St,0,,"fire alarm ti to 5th floor - 1 booster panel, 2 mokes, 1 manual pull box, 15 horn/strobes. 3 strobes. ref pa 2016-1028-1369. maher na",issued,01/18/2017 01:42:42 PM,01/18/2017 12:36:39 PM,01/18/2017 01:42:42 PM,,,,5,5,,Y,14500,14500,office,0,office,0,2,,B,B,3,constr type 3,3,constr type 3,,01/18/2017 01:39:34 PM,in-house,N,Y,3,Chinatown,94111,POINT (-122.40232 37.79711),eas_address_point,1450609295843,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701237631,8,otc alterations permit,01/23/2017,0824,007,1179,,Hayes,St,,,compliance with mandatory seismic retrofit program 2012 iebc appx a4 & 2013 sfbc chapter 34b  mahre na,complete,06/08/2017 02:11:55 PM,01/23/2017 08:01:59 AM,03/28/2017 03:06:53 PM,06/08/2017 02:11:55 PM,,,4,4,,,45000,45000,apartments,7,apartments,7,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,03/28/2017 02:52:05 PM,in-house,N,Y,5,Hayes Valley,94117,POINT (-122.43572 37.77503),eas_address_point,1450926237390,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701177209,8,otc alterations permit,01/17/2017,0354,001,100,,Larkin,St,,,"on 2nd floor - fire alarm work to replace an existing smoke detector with a heart detector for the ""maker space"". maher na",issued,01/17/2017 08:23:28 AM,01/17/2017 07:31:43 AM,01/17/2017 08:23:28 AM,,,,7,7,,Y,610,610,library,0,library,0,2,,"A-3,B","A-3,B",1,constr type 1,1,constr type 1,,01/17/2017 08:22:01 AM,in-house,N,Y,5,Tenderloin,94102,POINT (-122.415855 37.779346),eas_address_point,145034470113,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701267937,4,sign - erect,01/26/2017,0655,001,2501,,California,St,,,electric wall mounted single face sign  maher na,complete,08/11/2017 02:54:11 PM,01/26/2017 07:41:13 AM,05/23/2017 09:12:12 AM,08/11/2017 02:54:11 PM,,,1,,,,1200,1200,filling/service stn,,,,2,,M,,5,wood frame (5),,,,05/23/2017 08:42:40 AM,in-house,N,Y,2,Pacific Heights,94115,POINT (-122.43566 37.788456),eas_address_point,145133377929,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201702169546,3,additions alterations or repairs,02/16/2017,3782,003,999,,Brannan,St,,,"mechanical work for core and shell to install new air chiller and water pump & new baler and water pumps, new air handling units, new exhaust fams, transfer fans, ductwork & grilles ref 201606291143 maher na",complete,07/06/2018 04:06:09 PM,02/16/2017 10:05:07 AM,06/01/2017 10:41:06 AM,07/06/2018 04:06:09 PM,,,4,4,,,300000,750000,office,0,office,0,2,,B,B,2,constr type 2,2,constr type 2,,06/01/2017 10:35:16 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.40628 37.770096),eas_address_point,1453524167593,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201702099013,8,otc alterations permit,02/09/2017,3708,175,575,,Market,St,,,"fire alarm work for spec suite remodel floor 10, additions are 1 smoke det, 3 speakrs, add 25 speaker/strobes ref 201609097202; maher ord 155-13 na",complete,04/03/2017 01:28:42 PM,02/09/2017 08:11:46 AM,02/16/2017 07:50:04 AM,04/03/2017 01:28:42 PM,,,40,40,,Y,14890,14890,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,02/16/2017 07:48:56 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40051 37.789696),eas_address_point,1452786507760,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201702159485,8,otc alterations permit,02/15/2017,0241,025,650,,California,St,0,,revision to 201701137127 & 201702088940: update matrix maher na,complete,02/23/2017 04:07:51 PM,02/15/2017 12:36:57 PM,02/15/2017 02:26:30 PM,02/23/2017 04:07:51 PM,,,33,33,,Y,1,1,office,,office,,2,,"B,M","B,M",2,constr type 2,2,constr type 2,,02/15/2017 02:17:52 PM,in-house,N,Y,3,Chinatown,94108,POINT (-122.405205 37.79294),eas_address_point,1453444296980,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701127092,8,otc alterations permit,01/12/2017,3709,019,50,,Fremont,St,,,"5,6,7 flr: refresh stairs, including demo at stairs of (e) architectural element with hand rails and associated lighting. adding additional support at (e) stairs; adding glass hand railing guardrail and handrails new lighting. maher ord 155-13 na",complete,10/26/2017 07:47:20 AM,01/12/2017 03:13:35 PM,01/25/2017 12:14:34 PM,10/26/2017 07:47:20 AM,,,42,42,,,20000,180000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,01/25/2017 12:03:15 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39736 37.790306),eas_address_point,1450193164581,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701207525,8,otc alterations permit,01/20/2017,0231,023,2,,Embarcadero Center,,,,"3/f -(n) egress door inspection release button to comply with sffd inspection from nov 8, 2016; maher ord 155-13 na",complete,10/26/2017 03:01:42 PM,01/20/2017 08:05:04 AM,03/02/2017 12:55:59 PM,10/26/2017 03:01:42 PM,,,30,30,,,500,500,office,0,office,0,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,03/02/2017 12:50:49 PM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.398474378 37.794798933),parcel_centroid,145079263348,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701257927,8,otc alterations permit,01/25/2017,3507,040,1455,,Market,St,,,barrier removal to provide a new all gender restroom and upgrades hvac and electrical work to accomodate change from (e) use to as storage to restroom. maher na,complete,04/19/2017 08:18:59 AM,01/25/2017 03:40:28 PM,02/16/2017 02:42:39 PM,04/19/2017 08:18:59 AM,,,23,23,,,14000,75000,office,,office,,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,02/16/2017 02:40:27 PM,in-house,N,Y,6,South of Market,94103,POINT (-122.418045 37.775856),eas_address_point,1451319394002,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701268010,8,otc alterations permit,01/26/2017,0659,005,1901,,Fillmore,St,,,interior only ti of (e) saje natural wellness  maher na,complete,04/26/2017 02:15:17 PM,01/26/2017 12:46:46 PM,02/16/2017 09:27:05 AM,04/26/2017 02:15:17 PM,,,1,1,,,150000,150000,retail sales,0,retail sales,0,2,,M,M,5,wood frame (5),5,wood frame (5),,02/16/2017 09:18:13 AM,in-house,N,Y,5,Pacific Heights,94115,POINT (-122.43377 37.787254),eas_address_point,145142978040,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201702028460,8,otc alterations permit,02/02/2017,0328,001,760,,Market,St,,,3rd flr: demo of non structural partitions  maher na   ab-017 applies. life safety deferred if required.,complete,11/08/2017 12:08:17 PM,02/02/2017 09:00:13 AM,02/02/2017 10:09:01 AM,11/08/2017 12:08:17 PM,,,11,11,,,10000,10000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,02/02/2017 10:02:15 AM,in-house,N,Y,3,Financial District/South Beach,94108,POINT (-122.40555 37.78646),eas_address_point,145203769778,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201701066672,8,otc alterations permit,01/06/2017,3722,071,116,,New Montgomery,St,,,"8/f, suite 812: selective demo of non load bearing partitions, ceiling gride & tile, light fixtures & millwork. maher na. ab-017 demolition only.",complete,08/29/2017 03:20:40 PM,01/06/2017 01:13:47 PM,01/13/2017 07:59:54 AM,08/29/2017 03:20:40 PM,,,9,9,,,55000,55000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,01/13/2017 07:49:36 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40043 37.78704),eas_address_point,1449628362781,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612195354,8,otc alterations permit,12/19/2016,3763,013,436,,Bryant,St,,,1st-3rd & roof: as built to permit 201608084487 remove installation of 2 control relays. install 1 smnoke detector w/base maher na,complete,01/10/2017 08:23:10 AM,12/19/2016 02:47:54 PM,12/19/2016 03:41:00 PM,01/10/2017 08:23:10 AM,,,3,3,,Y,1,1,workshop commercial,,workshop commercial,,2,,"B,F-1","B,F-1",1,constr type 1,1,constr type 1,,12/19/2016 03:36:39 PM,in-house,N,Y,6,Financial District/South Beach,94107,POINT (-122.39467 37.782562),eas_address_point,1447926166612,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612235785,8,otc alterations permit,12/23/2016,0232,016,3,,Embarcadero Center,,,,"6th flr: fire alarm add 1 smoke detectors, 2 duct detectors, 1 strobe power supply,231 speaker/strobes and 6 strobe. ref 201611072128 maher na",complete,04/24/2017 09:21:37 AM,12/23/2016 07:37:25 AM,12/23/2016 08:57:55 AM,04/24/2017 09:21:37 AM,,,31,31,,Y,18660,18660,office,,office,,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,12/23/2016 08:56:28 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.397296094 37.794947196),parcel_centroid,144847063349,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611233407,8,otc alterations permit,11/23/2016,0259,026,555,,California,St,0,,"1st flr: as built fire alarm to pa 201609016532. the revisions reflect actual field condidtions, no additional devices were added.  ref arch pa 201606139733  maher na. for the ""concourse"" remodel on 1/f.",complete,11/28/2016 09:03:52 AM,11/23/2016 07:30:17 AM,11/23/2016 08:39:45 AM,11/28/2016 09:03:52 AM,,,52,52,,Y,1,1,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,11/23/2016 08:35:57 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40352 37.79258),eas_address_point,1445317298587,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612134829,8,otc alterations permit,12/13/2016,3794,006,701,,03rd,St,,,"install fire sprinkler underground, ref. to new bldg pa#201605127267. n/a ordinance #155-13",complete,04/02/2019 09:45:16 AM,12/13/2016 01:13:18 PM,12/13/2016 03:01:56 PM,04/02/2019 09:45:16 AM,,,0,11,,Y,7500,7500,vacant lot,0,tourist hotel/motel,230,2,,NA,"R-1,M,A-3",,,1,constr type 1,,12/13/2016 02:59:46 PM,in-house,N,Y,6,Mission Bay,94107,POINT (-122.39226 37.778816),eas_address_point,1447261167868,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611183100,8,otc alterations permit,11/18/2016,0011,007,2800,,Leavenworth,St,,,suite 1: install slot wall panels over (e) sheetrock walls. new flooring over (e) slab. new led track lighting  maher na,complete,12/12/2016 12:46:16 PM,11/18/2016 10:32:25 AM,11/22/2016 08:09:35 AM,12/12/2016 12:46:16 PM,,,3,3,,,12000,12000,office,,office,,2,,"B,M","B,M",3,constr type 3,3,constr type 3,,11/22/2016 08:00:42 AM,in-house,N,Y,3,North Beach,94133,POINT (-122.41854 37.80739),eas_address_point,144490156169,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610311462,8,otc alterations permit,10/31/2016,0268,008,220,,Montgomery,St,,,grnd flr: ref 201607182584: add 43 fire sprinkler and line piping to conform with the new wall ceiling layout. maher na.,complete,04/09/2018 10:37:47 AM,10/31/2016 07:44:45 AM,11/04/2016 08:29:33 AM,04/09/2018 10:37:47 AM,,,22,22,,Y,22599,22599,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,11/04/2016 08:26:14 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40199 37.791317),eas_address_point,144258966168,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201611031839,8,otc alterations permit,11/03/2016,3572,005,3030,,17th,St,,,title 24 lighting submittals only. ref pa 2014-0505-4883. maher na,complete,02/21/2017 04:00:28 PM,11/03/2016 10:24:38 AM,11/16/2016 10:29:44 AM,02/21/2017 04:00:28 PM,,,1,2,,,15000,15000,manufacturing,0,manufacturing,0,2,,"F-1,B","F-1,B",5,wood frame (5),5,wood frame (5),,11/16/2016 10:20:29 AM,in-house,N,Y,9,Mission,94110,POINT (-122.41376 37.764038),eas_address_point,1443130159249,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610271233,8,otc alterations permit,10/27/2016,0259,026,555,,California,St,0,,"38th flr: fire alarm - add 5 duct detectors, 18 speaker/strobes and 5 strobes  maher na ref 201609157810",issued,10/27/2016 08:39:21 AM,10/27/2016 07:30:07 AM,10/27/2016 08:39:21 AM,,,,52,52,,Y,14780,14780,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,10/27/2016 08:38:01 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40352 37.79258),eas_address_point,1442262298587,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201612013851,8,otc alterations permit,12/01/2016,3707,062,33,,New Montgomery,St,,,full remodel of (e) banking center 1. remove (e) interior partitions. 2. construct new offices. 3. new accessible unisex restroom. 4. new lighting per title 24. 5. upgrade interior finishes. revision to 201506249741  maher na,issued,01/17/2017 10:51:29 AM,12/01/2016 08:23:43 AM,01/17/2017 10:51:29 AM,,,,20,20,,,500000,500000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,01/17/2017 10:37:53 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.401405 37.788662),eas_address_point,1445917164504,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610170395,8,otc alterations permit,10/17/2016,0232,016,3,,Embarcadero Center,,,,"fire alarm work for the ""goodwin procter"" remodel on floor 27; additions are 1 smoke detector, 3 duct detectors, 7 speaker/strobes, and 1 strobe. ref pa 2016-0916-7944. maher na",complete,12/27/2016 09:34:39 AM,10/17/2016 07:35:11 AM,10/17/2016 08:54:12 AM,12/27/2016 09:34:39 AM,,,31,31,,Y,6520,6520,office,0,office,0,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,10/17/2016 08:52:49 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.397296094 37.794947196),parcel_centroid,144107063349,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201610200803,8,otc alterations permit,10/20/2016,0794,028,555,,Fulton,St,,,floor b2- roof: 39 evacuation maps. n/a ordinance #155-13,complete,06/12/2020 12:00:00 AM,10/20/2016 11:54:09 AM,10/28/2016 01:52:11 PM,06/12/2020 12:00:00 AM,,,0,5,,Y,5000,5000,vacant lot,0,apartments,139,2,,NA,"R-2,B,M,A-3",,,1,constr type 1,,10/28/2016 01:48:56 PM,in-house,N,Y,5,Hayes Valley,94102,POINT (-122.42596 37.778267),eas_address_point,144164981787,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
